8.899641224696953554e-03	2.539733401196192426e+04	9.866505193828539632e+03	-8.073193588595661276e+04
1.507912216506557788e-02	3.131413778828724753e+04	2.530893466091878872e+04	-7.952651377028130355e+02
2.144790186456836667e-02	4.367668831167145981e+04	3.380569063139148784e+04	-7.263706890159406612e+03
2.783660776489276650e-02	2.892547286378125864e+04	1.774082846442027949e+04	-1.250234251050654848e+03
3.435099785803411021e-02	2.691179454854095093e+04	1.731420170593481089e+04	3.935281173626350665e+03
4.047886761425745911e-02	2.354406553717258430e+04	1.430896520869504820e+04	2.310320144634512872e+03
4.676716683575679601e-02	2.303208636400142859e+04	1.827098254181708762e+04	1.743927482455627342e+03
5.308225101765951665e-02	1.837217655371765431e+04	1.141066412217399738e+04	4.775088069044937583e+03
5.945362440940590160e-02	1.725819245785297971e+04	1.009748293301616832e+04	1.942143030000472663e+03
6.576224814588792211e-02	1.479812378024165628e+04	8.296156425422723260e+03	4.899639882339233736e+03
7.196632906698736953e-02	1.326073815795358678e+04	5.073098954304704421e+03	1.039932852596436760e+03
7.827860915688347743e-02	1.372581322322607230e+04	4.609374898724637205e+03	-2.027710269912715603e+03
8.470398945834539672e-02	1.179593561740897530e+04	6.399569401741558067e+03	1.683582290355750274e+03
9.096854620527369817e-02	1.049744994074891656e+04	5.472450459155874341e+03	3.749392359485146926e+02
9.720789776830213169e-02	9.944290737233895925e+03	5.982347886315776123e+03	1.715769996951552230e+03
1.034763038959366499e-01	8.984564909142342003e+03	4.793304125901749103e+03	5.679893633393468235e+02
1.097576444254559219e-01	7.691735673195254094e+03	3.961844358821171227e+03	3.988423743450917414e+02
1.160543084780093354e-01	6.976381424649573091e+03	3.302749725799642420e+03	7.455714108872109591e+02
1.223669666537485351e-01	6.036564165460583354e+03	2.254583814314141819e+03	3.259704289008507772e+02
1.286817263090294094e-01	6.032021739059281572e+03	2.603799036202090974e+03	3.258407260550051205e+02
1.349500801664080818e-01	5.451443307387447021e+03	2.467869004117344502e+03	1.389523801392031146e+03
1.411949558842147678e-01	4.981949418313650312e+03	1.136697464301969376e+03	6.841515693520403829e+01
1.475133575747468451e-01	4.784914969785052563e+03	1.363428193534578213e+03	5.238473064665485026e+02
1.537865074252268427e-01	4.476584891391895326e+03	1.212735014568150746e+03	3.520034538550802381e+02
1.600657544051110326e-01	4.218082189526789080e+03	7.056235079340721086e+02	4.953313149309673804e+02
1.663991168687080635e-01	3.834276614941707521e+03	5.814131270772612652e+02	6.218174202235161374e+02
1.727195645776442856e-01	3.621364965725829734e+03	5.275466392022357240e+02	1.580839892304766181e+02
1.789765213377084718e-01	3.281773481247319978e+03	4.588191946760105679e+02	2.681567091564267571e+02
1.852353690647852158e-01	3.147699009655181271e+03	2.734349566945129482e+02	2.962920741074436251e+02
1.914806787341157279e-01	2.933901413272484206e+03	8.699144418678986312e+01	5.725595538629388557e+02
1.977889868651535599e-01	2.769030455589662779e+03	-5.776552477974961874e+01	5.428109914904750894e+02
2.040937735447724277e-01	2.618204324626751259e+03	4.478890507529723841e+00	3.930533699035922268e+02
2.103939302609846018e-01	2.472584651630440931e+03	-1.283388747407376798e+02	5.287392978593247790e+02
2.166909709822301688e-01	2.303494194662881000e+03	-9.835118191851218228e+01	4.110098005537795416e+02
2.229700281216152047e-01	2.174314426758483478e+03	-2.587410628899054359e+02	4.813779783841213771e+02
2.292620027086341994e-01	2.054360831968982893e+03	-2.406228832118949015e+02	4.114173361067049086e+02
2.355141508366812297e-01	1.995753187833293396e+03	-2.910950076761632772e+02	5.532637441040183148e+02
2.417910583817859116e-01	1.846858301066878539e+03	-3.494438966324092917e+02	5.225776259554753551e+02
2.480856539439619257e-01	1.732891438093267425e+03	-4.515779025601788703e+02	5.208201085573621185e+02
2.543492256872954549e-01	1.664006320808521195e+03	-4.277585504044893696e+02	5.279222973618302603e+02
2.606334251884805386e-01	1.600658232572799307e+03	-5.002915172831448558e+02	4.827756961848435253e+02
2.669257370896960802e-01	1.498698557113623110e+03	-5.278806370558265826e+02	5.247802834767377362e+02
2.732423343141155980e-01	1.425280797014080008e+03	-5.730037179573153026e+02	5.411572342264656754e+02
2.795529680084415936e-01	1.371128381988843557e+03	-5.839335249141045097e+02	5.344481860996280602e+02
2.858366292314493129e-01	1.298487791954380100e+03	-5.398515924371280335e+02	4.976972268716035046e+02
2.920876271394311496e-01	1.275484146255873839e+03	-6.041851294359689746e+02	5.500778359533769617e+02
2.983449844439822751e-01	1.194534406201447837e+03	-5.985884059796770771e+02	5.369807536254776323e+02
3.046382639407197446e-01	1.155608637458289877e+03	-6.097795593851993772e+02	5.732443895936794434e+02
3.109279127003197196e-01	1.082893568625307580e+03	-5.938713350206381847e+02	4.894379978918839811e+02
