8.899641224696953554e-03	5.133774356482032454e+04	3.157839355874497414e+04	-6.306595020936209039e+04
1.507912216506557788e-02	4.422552252686306019e+04	8.959247636184059957e+03	-1.135277784149130412e+03
2.144790186456836667e-02	4.501368405688441271e+04	3.772013286134654481e+04	-4.413133843042579429e+03
2.783660776489276650e-02	3.694012279056352418e+04	3.167638837971366956e+04	2.690010237545682321e+04
3.435099785803411021e-02	2.405647567977609287e+04	1.365619855680249930e+04	-1.270088169719030157e+04
4.047886761425745911e-02	2.099004061427226407e+04	1.772202710344003208e+04	1.706828041105229568e+04
4.676716683575679601e-02	1.667466445907077286e+04	1.114771780602008585e+04	4.476611461625630000e+03
5.308225101765951665e-02	1.523916424354298942e+04	1.522297227313211988e+04	4.999108074287480122e+03
5.945362440940590160e-02	1.412303656160587343e+04	1.002934323766739180e+04	-2.653369361712565478e+03
6.576224814588792211e-02	1.251531624180189101e+04	6.563602847157169890e+03	2.423957106126497365e+03
7.196632906698736953e-02	1.217045400879812951e+04	1.054564793304063824e+04	7.193866447302638107e+02
7.827860915688347743e-02	1.059737938510836830e+04	7.627482170705919998e+03	-2.760971109234220080e+02
8.470398945834539672e-02	8.867328117207132891e+03	5.814674610264780313e+03	1.536679874330811344e+03
9.096854620527369817e-02	7.754723995435684628e+03	5.164278167398307232e+03	7.730781632123164400e+02
9.720789776830213169e-02	6.867678088761896106e+03	4.881777714959247533e+03	7.531920320005010581e+02
1.034763038959366499e-01	5.776068546385266018e+03	4.083348989024135335e+03	6.123043880214620458e+02
1.097576444254559219e-01	5.356988794024746312e+03	3.499809820343787578e+03	3.920446921106573654e+02
1.160543084780093354e-01	5.124576801765226264e+03	2.706459961930147983e+03	2.604407708343288164e+02
1.223669666537485351e-01	4.689538875127607753e+03	2.470296161182180185e+03	-5.005007686848912840e+01
1.286817263090294094e-01	4.373583121349024623e+03	2.027252391689298292e+03	-3.335492847944489085e+02
1.349500801664080818e-01	4.195463172625628431e+03	2.306153997355535012e+03	5.381156961657586635e+02
1.411949558842147678e-01	3.821393089785028678e+03	1.647617000839619550e+03	8.141481518238545823e-01
1.475133575747468451e-01	3.524524669055639151e+03	1.740110895738648424e+03	3.941004358224607245e+02
1.537865074252268427e-01	3.303628290104886673e+03	1.571004344231128925e+03	1.368509268776008412e+02
1.600657544051110326e-01	2.998345312485385875e+03	1.498738084344033723e+03	3.193007607093056777e+02
1.663991168687080635e-01	2.714229215138693689e+03	1.144444307410769170e+03	4.500123666675339678e+02
1.727195645776442856e-01	2.550854797792420413e+03	1.089703965768627540e+03	3.620928993580411088e+02
1.789765213377084718e-01	2.431400604963943806e+03	1.032762389013858183e+03	4.227645729038667355e+02
1.852353690647852158e-01	2.239829275726573542e+03	8.061127043586060381e+02	1.378894640550145141e+02
1.914806787341157279e-01	2.165724384113950236e+03	7.106288181146163652e+02	2.359505014739799833e+02
